DrugCom_ID	DrugID_1	Drug_Name_1	Highest_status_1	order_1	DrugID_2	Drug_Name_2	Highest_status_2	order_2	DrugID_3	Drug_Name_3	DrugID_4	Drug_Name_4	Disease_Entry	Source	Highest_status	Cell Line	ZIP	Bliss	Loewe	HSA
DCOQHJN	DMUM7HZ	Fluorouracil	Approved	34	DMDASC6	Metformin	Investigative	0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	6.74	8.3	2.99	9.6
DCOUD0D	DMUM7HZ	Fluorouracil	Approved	34	DMDASC6	Metformin	Investigative	0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	0.02	2.87	2.1	2.99
DCQ8BUA	DMUM7HZ	Fluorouracil	Approved	34	DMNH3PG	Etoposide	Phase 2 Trial	21	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	1.07	1.54	2.22	5.88
DC0T007	DMUM7HZ	Fluorouracil	Approved	34	DMNH3PG	Etoposide	Phase 2 Trial	21	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	4.39	7.13	9.77	12.26
DCAYR7Q	DMUM7HZ	Fluorouracil	Approved	34	DMNH3PG	Etoposide	Phase 2 Trial	21	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	1.87	1.73	2.48	6.94
DC6S4TQ	DMUM7HZ	Fluorouracil	Approved	34	DMNH3PG	Etoposide	Phase 2 Trial	21	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	10.64	10.53	10.22	13.91
DC3MQS4	DMUM7HZ	Fluorouracil	Approved	34	DMNH3PG	Etoposide	Phase 2 Trial	21	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	6.73	6.85	9.44	12.13
DCU6D6H	DMUM7HZ	Fluorouracil	Approved	34	DMNH3PG	Etoposide	Phase 2 Trial	21	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	0.97	5.64	5.76	9.14
DCO3423	DMUM7HZ	Fluorouracil	Approved	34	DMFGYKS	MK-5108	Phase 1	17	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	2.26	2.31	4.78	8.17
DCYS5SM	DMUM7HZ	Fluorouracil	Approved	34	DMFGYKS	MK-5108	Phase 1	17	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	0.19	0.37	5.82	8.53
DC37RHA	DMUM7HZ	Fluorouracil	Approved	34	DMFGYKS	MK-5108	Phase 1	17	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	2.75	2.54	3.51	8.77
DC75LWR	DMUM7HZ	Fluorouracil	Approved	34	DMFGYKS	MK-5108	Phase 1	17	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	2.66	5.51	2.96	6.5
DCCWWH1	DMUM7HZ	Fluorouracil	Approved	34	DMFGYKS	MK-5108	Phase 1	17	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	6	6.43	5.08	6.14
DCEPLSW	DMUM7HZ	Fluorouracil	Approved	34	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	4.84	9.59	10.03	12.69
DCFECAP	DMUM7HZ	Fluorouracil	Approved	34	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	1.99	1.56	7.05	9.27
DCDVDSK	DMUM7HZ	Fluorouracil	Approved	34	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	1.56	0.59	1.22	6.27
DCN7R2N	DMUM7HZ	Fluorouracil	Approved	34	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	6.57	5.96	6.99	15.75
DCVOTYU	DMUM7HZ	Fluorouracil	Approved	34	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	4.2	4.28	2.05	8.08
DCWEHB8	DMUM7HZ	Fluorouracil	Approved	34	DMH0ZJE	Mitomycin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	1.05	4.64	7.55	10.66
DCOW8Q8	DMUM7HZ	Fluorouracil	Approved	34	DMLHEU7	Ridaforolimus	Phase 3	25	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	3.23	3.98	1.1	6.17
DCBAU8D	DMUM7HZ	Fluorouracil	Approved	34	DMLHEU7	Ridaforolimus	Phase 3	25	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	4.77	3.11	1.62	5.02
DCINCZD	DMUM7HZ	Fluorouracil	Approved	34	DMLHEU7	Ridaforolimus	Phase 3	25	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	3.19	3.48	0.41	2.76
DCL2A35	DMUM7HZ	Fluorouracil	Approved	34	DMLHEU7	Ridaforolimus	Phase 3	25	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	0.16	1.36	0.87	5.12
DCG10K0	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	0.97	0.4	2.26	4.54
DCOSN5K	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	8.55	8.68	11.3	13.79
DC05P9A	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	3.32	3.83	9.27	11.96
DCNWE86	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	2.47	4.43	12	14.07
DCZEIZS	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	EFM192B	4.86	6.91	2.37	11.33
DC07NMT	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	1.71	3.39	0.3	5
DCT785J	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	5.84	5.73	16.17	17.94
DC6DV7S	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	5.38	5.4	6.67	7.87
DC9OP8K	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	10.82	11.22	14.78	16.52
DCH4LI2	DMUM7HZ	Fluorouracil	Approved	34	DMLYGH4	MK-4827	Phase 3	25	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	0.83	4.87	11.66	11.93
DC9QC0E	DMUM7HZ	Fluorouracil	Approved	34	DMM0XGL	Idarubicin	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	0.51	15.15	14.82	15.18
DCLI7MH	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	3.76	4.29	0.32	5.01
DCD2GP2	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	1.23	2.06	3.16	5.71
DC2HOI2	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	0.47	3.19	1.04	3.41
DC3V4UM	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	2.68	2.68	1.17	4.46
DCVVB74	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	5.13	7.26	1.63	7.61
DCJ0V7B	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	4.76	6.6	6.66	9.16
DCT8NSH	DMUM7HZ	Fluorouracil	Approved	34	DMNO38U	Bortezomib	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	3.38	0.88	2.55	2.99
DCQFPBN	DMUM7HZ	Fluorouracil	Approved	34	DMP6G8T	Topotecan	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	0.08	1.02	3.32	7.86
DCVXN69	DMUM7HZ	Fluorouracil	Approved	34	DMP6G8T	Topotecan	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	0.31	2.42	6.92	10
DCSN8PB	DMUM7HZ	Fluorouracil	Approved	34	DMP6G8T	Topotecan	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	1.42	2.94	4.49	9.5
DCZUO0V	DMUM7HZ	Fluorouracil	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	5.33	9.81	7.07	9.63
DCM6Z4C	DMUM7HZ	Fluorouracil	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	2	7.54	3.64	10.9
DCD36JN	DMUM7HZ	Fluorouracil	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	EFM192B	2.95	12.6	0.15	11.1
DCGFOWN	DMUM7HZ	Fluorouracil	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	16.31	16.43	10.14	20
DCP7MKO	DMUM7HZ	Fluorouracil	Approved	34	DMPAWBN	GSK525762	Phase 1	17	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	8.87	8.46	11.87	12.78
DCFTSG6	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	2.73	4.03	2.34	8.13
DCTQ3GZ	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	3.43	2.84	1.17	8.01
DCIQXOM	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	ZR751	13.1	12.11	19.99	22.29
DC7WUBU	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	1.97	1.45	1.25	8.08
DCDC8RI	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	9.46	8.64	7.72	15.26
DCHI12T	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	1.99	4.18	5.77	11.55
DCNV46J	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	3.97	10.4	2.61	6.71
DC8LUK7	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	19.27	19.92	9.11	22.09
DCOZXUJ	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	8.55	9.54	9.22	14.79
DCLRWZY	DMUM7HZ	Fluorouracil	Approved	34	DMS8IFC	Sorafenib	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	10.51	9.17	9.47	11.53
DC20KMI	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	2.63	3.57	4.24	6.78
DCBN8GW	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	4.02	5.36	6.78	9.68
DC5RLZZ	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	1.29	1.3	2.45	6.85
DCA5Y90	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	1.15	3.28	10.4	12.54
DCWXNMA	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	0.4	6.5	3.38	7.88
DCKYPZD	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	0.58	0.43	9.11	11.01
DC3G0Y5	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	1.72	5.77	3.17	8.36
DC13WV0	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	2.66	4.39	13.4	15.17
DCBPUXA	DMUM7HZ	Fluorouracil	Approved	34	DMT1OZ6	MK-2206	Phase 2	21	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	1.92	3.28	6.37	10.07
DCTE1J7	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	5.71	3.64	4.13	7.9
DC67GFZ	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	1.26	0.01	2.25	5.73
DC10K8O	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	0.94	2.85	9.24	11.28
DC3A7DU	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	3.94	1.54	4.94	8.78
DC0JHJB	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	3.4	3.58	2.31	6.4
DCC6H99	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	2.31	4.05	11.48	13.58
DCKDNVO	DMUM7HZ	Fluorouracil	Approved	34	DMUOT9V	Taxol	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	7.58	8.08	4.53	10.05
DC58VZO	DMUM7HZ	Fluorouracil	Approved	34	DMVP5YE	Doxorubicin	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	1.41	1.49	0.41	6.48
DC6YBB6	DMUM7HZ	Fluorouracil	Approved	34	DMVP5YE	Doxorubicin	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	1.85	1.97	0.6	10.71
DCLIFSW	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	3.79	4.79	3.11	7.06
DCRCLI4	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	1.64	1.59	2.48	6.29
DCUD209	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	0.17	1.28	5.89	8.37
DCK7RQX	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	4.03	2.02	2.28	7.53
DCPTGX2	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	1.13	0.03	4.33	8.96
DC3CU0I	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	3.28	3.91	0.82	6.07
DCDCXNB	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Invasive ductal carcinoma	JAAKS Dataset	Investigative	T-47D	4.97	5.32	11.2	12.65
DCA0WA1	DMUM7HZ	Fluorouracil	Approved	34	DMVXFYE	Vinorelbine	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	4.04	6.77	3.51	8.97
DCF67C7	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	6.56	6.23	1.06	9.84
DCKAO70	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	6.37	6.12	7.62	12.06
DCRBV5T	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	2.58	3.46	9.91	12.04
DC5BBUS	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	4.23	3.83	5.42	10.86
DCDPN2G	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	4.6	4.4	8.98	13.2
DC0I5SA	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Colon carcinoma	JAAKS Dataset	Investigative	RKO	4.5	4.03	0.21	7.33
DCEMXZ5	DMUM7HZ	Fluorouracil	Approved	34	DMWMPD4	Vorinostat	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	1.93	2.43	1.48	8.7
DC3391I	DMUM7HZ	Fluorouracil	Approved	34	DMWTAOI	Estramustine	Approved	34	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	2.61	2.92	2.35	6.72
DCQEYCI	DMUM7HZ	Fluorouracil	Approved	34	DMWTAOI	Estramustine	Approved	34	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	3.36	7.08	1.93	9.16
DC45OUK	DMUM7HZ	Fluorouracil	Approved	34	DMWTAOI	Estramustine	Approved	34	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	3.42	5.26	4.31	6.89
DCPGDU7	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289	8.26	0.58	1.92	5.1
DCSRGQ8	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Breast and ovarian cancer syndrome	JAAKS Dataset	Investigative	UWB1289+BRCA1	1.2	1.09	3.57	6.46
DCTGQMW	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	KPL1	5.33	11.25	13.22	15.02
DCFAKLL	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Breast carcinoma	JAAKS Dataset	Investigative	OCUBM	1.68	2.9	3.75	7
DC73FQA	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	OV90	4.25	4.28	10.69	12.82
DCNJBAF	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	EFM192B	8.68	12.23	15.62	16.81
DCK2KXI	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Carcinoma	JAAKS Dataset	Investigative	MDAMB436	1.37	9.97	8.25	11.03
DC74B5F	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Colon adenocarcinoma	JAAKS Dataset	Investigative	LOVO	1.36	1.6	11.82	13.21
DCCF4DR	DMUM7HZ	Fluorouracil	Approved	34	DMJV2EK	Dasatinib	Investigative	0	.	.	.	.	Rectal adenocarcinoma	JAAKS Dataset	Investigative	SW837	5.74	6.5	0.79	13.53
DCA2TH2	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	CAOV3	2.8	3.63	1.32	6.77
DCRMWFV	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	OVCAR3	1.69	7.76	14.69	15.31
DCIO4WY	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	A427	3.9	4.24	2.18	10.64
DC4TJW5	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH1650	2.4	4.02	1.51	9.79
DCOJJMV	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH2122	2.62	5.15	1.37	6.57
DCIII14	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH23	10.49	9.94	3.16	11.71
DC04YQK	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	NCIH520	8.64	9.67	7.88	15.23
DCTJ9L3	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	COLO320DM	12.4	11.11	9.82	13.4
DCJYHPK	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	DLD1	4.48	7.12	7.09	11.24
DC7RGZA	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HCT116	8.53	10.68	4.52	13.6
DCCPCYU	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	HT29	4.94	6.31	1.51	10.29
DCL1UMP	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Germ cell tumour	SYNERGxDB Database	Investigative	PA1	6.11	8.09	2.43	9.7
DCOM8WN	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	A375	8.6	9.88	3.64	11.83
DCJVOG0	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	RPMI7951	2.25	4.3	2.18	5.47
DCNEQ35	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	SKMEL30	13.85	16.92	5.66	15.3
DCURTXP	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Malignant melanoma	SYNERGxDB Database	Investigative	UACC62	0.38	4.16	5.15	7.14
DCVCSVJ	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Mesothelioma	SYNERGxDB Database	Investigative	MSTO	11.94	12.24	17.83	18.61
DC7T3FD	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Non small cell carcinoma	SYNERGxDB Database	Investigative	SKMES1	7.16	6.07	3.26	8.62
DCWCK5H	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Ovarian endometrioid adenocarcinoma	SYNERGxDB Database	Investigative	A2780	9.13	8.8	0.42	12.99
DCWJ31F	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Ovarian serous cystadenocarcinoma	SYNERGxDB Database	Investigative	SK-OV-3	5.24	11.14	5.52	10.69
DCTKYQJ	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	VCAP	8.12	14.11	6.27	12.87
DCEDZFB	DMUM7HZ	Fluorouracil	Approved	34	DM27D4J	PD-0325901	Phase 2	21	.	.	.	.	Prostate carcinoma	SYNERGxDB Database	Investigative	LNCAP	14.04	17.13	21.33	21.56
DCE0NWM	DMUM7HZ	Fluorouracil	Approved	34	DM3BH1Y	Lapatinib	Approved	34	.	.	.	.	Adenocarcinoma	SYNERGxDB Database	Investigative	CAOV3	10.77	13.07	12.03	15.13
